task_id,agent_id,run_type,metric,n,mean,std,se,ci95_low,ci95_high,min,max
front_end_spread_widening_v0,treasury_front_end_research_sweep_env_agent,agent,score.roc_auc,3,0.5363,0.0,0.0,0.5363,0.5363,0.5363,0.5363
synthetic_event_response_v0,event_rule_baseline,baseline,score.overall_score,3,0.6372386666666666,0.01067426776567524,0.0061627913679147455,0.6107201754105295,0.6637571579228038,0.630767,0.649559
synthetic_event_response_v0,event_rule_baseline,baseline,score.balanced_accuracy,3,0.6372386666666666,0.01067426776567524,0.0061627913679147455,0.6107201754105295,0.6637571579228038,0.630767,0.649559
synthetic_event_response_v0,event_rule_baseline,baseline,score.roc_auc,3,0.6905933333333334,0.018238577722326208,0.010530047757620948,0.6452825378322905,0.7359041288343763,0.67918,0.711628
synthetic_event_response_v0,event_rule_env_agent,agent,score.overall_score,3,0.6372386666666666,0.01067426776567524,0.0061627913679147455,0.6107201754105295,0.6637571579228038,0.630767,0.649559
synthetic_event_response_v0,event_rule_env_agent,agent,score.balanced_accuracy,3,0.6372386666666666,0.01067426776567524,0.0061627913679147455,0.6107201754105295,0.6637571579228038,0.630767,0.649559
synthetic_event_response_v0,event_rule_env_agent,agent,score.roc_auc,3,0.6905933333333334,0.018238577722326208,0.010530047757620948,0.6452825378322905,0.7359041288343763,0.67918,0.711628
synthetic_market_direction_v0,logistic_regression_baseline,baseline,score.overall_score,3,0.5144420000000001,0.016065286583189245,0.009275297533412795,0.4745303947137248,0.5543536052862753,0.501554,0.532441
synthetic_market_direction_v0,logistic_regression_baseline,baseline,score.balanced_accuracy,3,0.5144420000000001,0.016065286583189245,0.009275297533412795,0.4745303947137248,0.5543536052862753,0.501554,0.532441
synthetic_market_direction_v0,logistic_regression_baseline,baseline,score.roc_auc,3,0.5278343333333333,0.027915131673222182,0.016116808785998676,0.458483705127181,0.5971849615394856,0.509362,0.559947
synthetic_market_direction_v0,market_research_sweep_env_agent,agent,score.overall_score,3,0.511405,0.02032452046174769,0.011734367359740087,0.4609120172510384,0.5618979827489616,0.492197,0.532687
synthetic_market_direction_v0,market_research_sweep_env_agent,agent,score.balanced_accuracy,3,0.511405,0.02032452046174769,0.011734367359740087,0.4609120172510384,0.5618979827489616,0.492197,0.532687
synthetic_market_direction_v0,market_research_sweep_env_agent,agent,score.roc_auc,3,0.518167,0.023411714012434026,0.013516759387269319,0.46000438435658014,0.5763296156434199,0.496996,0.543311
synthetic_market_direction_v0,momentum_baseline,baseline,score.overall_score,3,0.521015,0.018433959232894037,0.01064285132534196,0.4752188107470535,0.5668111892529465,0.504094,0.540659
synthetic_market_direction_v0,momentum_baseline,baseline,score.balanced_accuracy,3,0.521015,0.018433959232894037,0.01064285132534196,0.4752188107470535,0.5668111892529465,0.504094,0.540659
synthetic_market_direction_v0,momentum_baseline,baseline,score.roc_auc,3,0.517726,0.02353610152510394,0.013588574551193121,0.45925436370621603,0.5761976362937841,0.496996,0.543311
usd_afe_vs_eme_relative_direction_v0,extra_trees_baseline,baseline,score.overall_score,3,0.5289706666666667,0.0024504345192911006,0.0014147590293442681,0.5228829585633983,0.5350583747699351,0.527528,0.5318
usd_afe_vs_eme_relative_direction_v0,extra_trees_baseline,baseline,score.balanced_accuracy,3,0.5289706666666667,0.0024504345192911006,0.0014147590293442681,0.5228829585633983,0.5350583747699351,0.527528,0.5318
usd_afe_vs_eme_relative_direction_v0,extra_trees_baseline,baseline,score.roc_auc,3,0.5409966666666667,0.0017854636185969358,0.0010308379008252243,0.5365609711794157,0.5454323621539177,0.539047,0.542552
usd_afe_vs_eme_relative_direction_v0,logistic_regression_baseline,baseline,score.overall_score,3,0.5,0.0,0.0,0.5,0.5,0.5,0.5
usd_afe_vs_eme_relative_direction_v0,logistic_regression_baseline,baseline,score.balanced_accuracy,3,0.5,0.0,0.0,0.5,0.5,0.5,0.5
usd_afe_vs_eme_relative_direction_v0,logistic_regression_baseline,baseline,score.roc_auc,3,0.542018,0.0,0.0,0.542018,0.542018,0.542018,0.542018
usd_afe_vs_eme_relative_direction_v0,previous_day_direction_baseline,baseline,score.overall_score,3,0.510781,0.0,0.0,0.510781,0.510781,0.510781,0.510781
usd_afe_vs_eme_relative_direction_v0,previous_day_direction_baseline,baseline,score.balanced_accuracy,3,0.510781,0.0,0.0,0.510781,0.510781,0.510781,0.510781
usd_afe_vs_eme_relative_direction_v0,previous_day_direction_baseline,baseline,score.roc_auc,3,0.510781,0.0,0.0,0.510781,0.510781,0.510781,0.510781
usd_afe_vs_eme_relative_direction_v0,random_forest_baseline,baseline,score.overall_score,3,0.5122293333333333,0.012542743333630523,0.0072415562400479664,0.48106891683240693,0.5433897498342597,0.498929,0.523844
usd_afe_vs_eme_relative_direction_v0,random_forest_baseline,baseline,score.balanced_accuracy,3,0.5122293333333333,0.012542743333630523,0.0072415562400479664,0.48106891683240693,0.5433897498342597,0.498929,0.523844
usd_afe_vs_eme_relative_direction_v0,random_forest_baseline,baseline,score.roc_auc,3,0.532164,0.00230507461918269,0.0013308354518873004,0.5264374150505289,0.5378905849494711,0.529507,0.533629
usd_afe_vs_eme_relative_direction_v0,usd_research_sweep_env_agent,agent,score.overall_score,3,0.5068303333333334,0.006842755390435462,0.003950666666666677,0.48983061466666666,0.5238300520000001,0.498929,0.510781
usd_afe_vs_eme_relative_direction_v0,usd_research_sweep_env_agent,agent,score.balanced_accuracy,3,0.5068303333333334,0.006842755390435462,0.003950666666666677,0.48983061466666666,0.5238300520000001,0.498929,0.510781
usd_afe_vs_eme_relative_direction_v0,usd_research_sweep_env_agent,agent,score.roc_auc,3,0.517023,0.01081146114084488,0.006241999999999971,0.49016367400000016,0.5438823259999999,0.510781,0.529507
usd_broad_direction_v0,extra_trees_baseline,baseline,score.overall_score,3,0.49979966666666664,0.002552767974833063,0.0014738412774485247,0.49345772764980567,0.5061416056835276,0.496988,0.501972
usd_broad_direction_v0,extra_trees_baseline,baseline,score.balanced_accuracy,3,0.49979966666666664,0.002552767974833063,0.0014738412774485247,0.49345772764980567,0.5061416056835276,0.496988,0.501972
usd_broad_direction_v0,extra_trees_baseline,baseline,score.roc_auc,3,0.4895656666666667,0.006957413480118395,0.0040168645456098865,0.47228109852690736,0.506850234806426,0.481551,0.494052
usd_broad_direction_v0,logistic_regression_baseline,baseline,score.overall_score,3,0.506758,0.0,0.0,0.506758,0.506758,0.506758,0.506758
usd_broad_direction_v0,logistic_regression_baseline,baseline,score.balanced_accuracy,3,0.506758,0.0,0.0,0.506758,0.506758,0.506758,0.506758
usd_broad_direction_v0,logistic_regression_baseline,baseline,score.roc_auc,3,0.494513,0.0,0.0,0.494513,0.494513,0.494513,0.494513
usd_broad_direction_v0,previous_day_direction_baseline,baseline,score.overall_score,3,0.509505,0.0,0.0,0.509505,0.509505,0.509505,0.509505
usd_broad_direction_v0,previous_day_direction_baseline,baseline,score.balanced_accuracy,3,0.509505,0.0,0.0,0.509505,0.509505,0.509505,0.509505
usd_broad_direction_v0,previous_day_direction_baseline,baseline,score.roc_auc,3,0.509505,0.0,0.0,0.509505,0.509505,0.509505,0.509505
usd_broad_direction_v0,random_forest_baseline,baseline,score.overall_score,3,0.5000979999999999,0.005973194455230802,0.003448625426649484,0.4852585647891272,0.5149374352108727,0.49626,0.50698
usd_broad_direction_v0,random_forest_baseline,baseline,score.balanced_accuracy,3,0.5000979999999999,0.005973194455230802,0.003448625426649484,0.4852585647891272,0.5149374352108727,0.49626,0.50698
usd_broad_direction_v0,random_forest_baseline,baseline,score.roc_auc,3,0.5060843333333334,0.005904579437464942,0.0034090105276719136,0.4914153610327611,0.5207533056339056,0.499451,0.510766
usd_broad_direction_v0,usd_research_sweep_env_agent,agent,score.overall_score,3,0.5017373333333333,0.005363851352650759,0.003096821022346054,0.4884117124741782,0.5150629541924884,0.49626,0.50698
usd_broad_direction_v0,usd_research_sweep_env_agent,agent,score.balanced_accuracy,3,0.5017373333333333,0.005363851352650759,0.003096821022346054,0.4884117124741782,0.5150629541924884,0.49626,0.50698
usd_broad_direction_v0,usd_research_sweep_env_agent,agent,score.roc_auc,3,0.49725600000000003,0.014730667839578781,0.008504755042523772,0.46066003905202024,0.5338519609479798,0.481551,0.510766
yield_curve_10y2y_steepening_v0,extra_trees_baseline,baseline,score.overall_score,3,0.500768,0.0037056871157721888,0.002139479453823601,0.49156181991019704,0.509974180089803,0.497041,0.504452
yield_curve_10y2y_steepening_v0,extra_trees_baseline,baseline,score.balanced_accuracy,3,0.500768,0.0037056871157721888,0.002139479453823601,0.49156181991019704,0.509974180089803,0.497041,0.504452
yield_curve_10y2y_steepening_v0,extra_trees_baseline,baseline,score.roc_auc,3,0.5220726666666666,0.00022160851367518744,0.00012794573502508233,0.5215221161688537,0.5226232171644796,0.521887,0.522318
yield_curve_10y2y_steepening_v0,logistic_regression_baseline,baseline,score.overall_score,3,0.529693,0.0,0.0,0.529693,0.529693,0.529693,0.529693
yield_curve_10y2y_steepening_v0,logistic_regression_baseline,baseline,score.balanced_accuracy,3,0.529693,0.0,0.0,0.529693,0.529693,0.529693,0.529693
yield_curve_10y2y_steepening_v0,logistic_regression_baseline,baseline,score.roc_auc,3,0.557649,0.0,0.0,0.557649,0.557649,0.557649,0.557649
yield_curve_10y2y_steepening_v0,previous_day_direction_baseline,baseline,score.overall_score,3,0.5,0.0,0.0,0.5,0.5,0.5,0.5
yield_curve_10y2y_steepening_v0,previous_day_direction_baseline,baseline,score.balanced_accuracy,3,0.5,0.0,0.0,0.5,0.5,0.5,0.5
yield_curve_10y2y_steepening_v0,previous_day_direction_baseline,baseline,score.roc_auc,3,0.530405,0.0,0.0,0.530405,0.530405,0.530405,0.530405
yield_curve_10y2y_steepening_v0,random_forest_baseline,baseline,score.overall_score,3,0.4975906666666667,0.0035037625966000165,0.0020228982783235617,0.4888861353750404,0.5062951979582929,0.493911,0.500887
yield_curve_10y2y_steepening_v0,random_forest_baseline,baseline,score.balanced_accuracy,3,0.4975906666666667,0.0035037625966000165,0.0020228982783235617,0.4888861353750404,0.5062951979582929,0.493911,0.500887
yield_curve_10y2y_steepening_v0,random_forest_baseline,baseline,score.roc_auc,3,0.5108033333333333,0.0005142512356167568,0.0002969030893144322,0.5095257593400133,0.5120809073266532,0.510214,0.511161
yield_curve_10y2y_steepening_v0,treasury_curve_research_sweep_env_agent,agent,score.overall_score,3,0.500768,0.0037056871157721888,0.002139479453823601,0.49156181991019704,0.509974180089803,0.497041,0.504452
yield_curve_10y2y_steepening_v0,treasury_curve_research_sweep_env_agent,agent,score.balanced_accuracy,3,0.500768,0.0037056871157721888,0.002139479453823601,0.49156181991019704,0.509974180089803,0.497041,0.504452
yield_curve_10y2y_steepening_v0,treasury_curve_research_sweep_env_agent,agent,score.roc_auc,3,0.5220726666666666,0.00022160851367518744,0.00012794573502508233,0.5215221161688537,0.5226232171644796,0.521887,0.522318
yield_curve_10y3mo_steepening_v0,extra_trees_baseline,baseline,score.overall_score,3,0.5333803333333333,0.011240413530352543,0.006489655777551753,0.5054553445225282,0.5613053221441385,0.524761,0.546094
yield_curve_10y3mo_steepening_v0,extra_trees_baseline,baseline,score.balanced_accuracy,3,0.5333803333333333,0.011240413530352543,0.006489655777551753,0.5054553445225282,0.5613053221441385,0.524761,0.546094
yield_curve_10y3mo_steepening_v0,extra_trees_baseline,baseline,score.roc_auc,3,0.550471,0.0032601378805198105,0.0018822414829134087,0.5423717148990237,0.5585702851009764,0.547449,0.553926
yield_curve_10y3mo_steepening_v0,logistic_regression_baseline,baseline,score.overall_score,3,0.517247,0.0,0.0,0.517247,0.517247,0.517247,0.517247
yield_curve_10y3mo_steepening_v0,logistic_regression_baseline,baseline,score.balanced_accuracy,3,0.517247,0.0,0.0,0.517247,0.517247,0.517247,0.517247
yield_curve_10y3mo_steepening_v0,logistic_regression_baseline,baseline,score.roc_auc,3,0.526163,0.0,0.0,0.526163,0.526163,0.526163,0.526163
yield_curve_10y3mo_steepening_v0,previous_day_direction_baseline,baseline,score.overall_score,3,0.5,0.0,0.0,0.5,0.5,0.5,0.5
yield_curve_10y3mo_steepening_v0,previous_day_direction_baseline,baseline,score.balanced_accuracy,3,0.5,0.0,0.0,0.5,0.5,0.5,0.5
yield_curve_10y3mo_steepening_v0,previous_day_direction_baseline,baseline,score.roc_auc,3,0.510978,0.0,0.0,0.510978,0.510978,0.510978,0.510978
yield_curve_10y3mo_steepening_v0,random_forest_baseline,baseline,score.overall_score,3,0.5321286666666667,0.00787465836295979,0.004546436125631173,0.5125653520180757,0.5516919813152577,0.524283,0.540032
yield_curve_10y3mo_steepening_v0,random_forest_baseline,baseline,score.balanced_accuracy,3,0.5321286666666667,0.00787465836295979,0.004546436125631173,0.5125653520180757,0.5516919813152577,0.524283,0.540032
yield_curve_10y3mo_steepening_v0,random_forest_baseline,baseline,score.roc_auc,3,0.540375,0.005776261680360429,0.003334926236065814,0.5260248124062088,0.5547251875937913,0.534902,0.546413
yield_curve_10y3mo_steepening_v0,treasury_curve_10y3mo_research_sweep_env_agent,agent,score.overall_score,3,0.517247,0.0,0.0,0.517247,0.517247,0.517247,0.517247
yield_curve_10y3mo_steepening_v0,treasury_curve_10y3mo_research_sweep_env_agent,agent,score.balanced_accuracy,3,0.517247,0.0,0.0,0.517247,0.517247,0.517247,0.517247
yield_curve_10y3mo_steepening_v0,treasury_curve_10y3mo_research_sweep_env_agent,agent,score.roc_auc,3,0.526163,0.0,0.0,0.526163,0.526163,0.526163,0.526163
yield_direction_treasury10y_v0,extra_trees_baseline,baseline,score.overall_score,3,0.5063690000000001,0.007761601703256867,0.00448116283271801,0.4870865563308145,0.5256514436691857,0.501164,0.51529
yield_direction_treasury10y_v0,extra_trees_baseline,baseline,score.balanced_accuracy,3,0.5063690000000001,0.007761601703256867,0.00448116283271801,0.4870865563308145,0.5256514436691857,0.501164,0.51529
yield_direction_treasury10y_v0,extra_trees_baseline,baseline,score.roc_auc,3,0.5253493333333333,0.002514590291346384,0.0014517993816104543,0.5191022405942636,0.5315964260724031,0.522446,0.526835
yield_direction_treasury10y_v0,logistic_regression_baseline,baseline,score.overall_score,3,0.486959,0.0,0.0,0.486959,0.486959,0.486959,0.486959
yield_direction_treasury10y_v0,logistic_regression_baseline,baseline,score.balanced_accuracy,3,0.486959,0.0,0.0,0.486959,0.486959,0.486959,0.486959
yield_direction_treasury10y_v0,logistic_regression_baseline,baseline,score.roc_auc,3,0.485977,0.0,0.0,0.485977,0.485977,0.485977,0.485977
yield_direction_treasury10y_v0,previous_day_direction_baseline,baseline,score.overall_score,3,0.493743,0.0,0.0,0.493743,0.493743,0.493743,0.493743
yield_direction_treasury10y_v0,previous_day_direction_baseline,baseline,score.balanced_accuracy,3,0.493743,0.0,0.0,0.493743,0.493743,0.493743,0.493743
yield_direction_treasury10y_v0,previous_day_direction_baseline,baseline,score.roc_auc,3,0.493743,0.0,0.0,0.493743,0.493743,0.493743,0.493743
yield_direction_treasury10y_v0,random_forest_baseline,baseline,score.overall_score,3,0.5033416666666667,0.008583961808706596,0.00495595266097022,0.4820162023665118,0.5246671309668215,0.493437,0.508622
yield_direction_treasury10y_v0,random_forest_baseline,baseline,score.balanced_accuracy,3,0.5033416666666667,0.008583961808706596,0.00495595266097022,0.4820162023665118,0.5246671309668215,0.493437,0.508622
yield_direction_treasury10y_v0,random_forest_baseline,baseline,score.roc_auc,3,0.5229686666666666,0.0038108090129699737,0.0022001716094684665,0.5135013282311238,0.5324360051022095,0.520176,0.52731
yield_direction_treasury10y_v0,treasury_research_sweep_env_agent,agent,score.overall_score,3,0.5041463333333334,0.003946894264270736,0.002278740465939699,0.49434091310839484,0.5139517535582719,0.501164,0.508622
yield_direction_treasury10y_v0,treasury_research_sweep_env_agent,agent,score.balanced_accuracy,3,0.5041463333333334,0.003946894264270736,0.002278740465939699,0.49434091310839484,0.5139517535582719,0.501164,0.508622
yield_direction_treasury10y_v0,treasury_research_sweep_env_agent,agent,score.roc_auc,3,0.5269706666666667,0.00029583159623899305,0.00017079845172337932,0.526235720928901,0.5277056124044324,0.526767,0.52731
